permit,address,description,lat,lon
2007-129811 BP,913 E 38TH ST,Demolish a garage at a ca. 1941 SF Residence.,30.2951537,-97.7224858
2007-129813 BP,1804 CROWN DR,Demolish a driveway & back patio per photographs & Site Plan.,30.225831,-97.7884909
2007-129814 BP,1109 PLYMOUTH DR,Demolish a ca. 1968 SF Residence.,30.356925,-97.709605
2007-129815 BP,5509 AVENUE G,Demolish a ca. 1950 SF Residence.,30.319911,-97.71825
2007-129816 BP,3706 MEADOWBANK DR,Demolish boat dock at a ca. 1969 SF Residence.,30.310924,-97.771806
2007-129821 BP,1418 PRESTON AVE,Demolish a ca. 1940 house (leaving the front wall) & garage.,30.296876,-97.753165
2007-129831 BP,600 E 6TH ST,Demolish 3 new openings @ the 2nd floor on the west (Red River) facade at a ca. 1910 nightclub/bar.,30.2666689,-97.7368263
2007-129832 BP,3215 EXPOSITION BLVD,demo a single family house,30.3093497,-97.7627949
2007-130101 BP,2930 E 12TH ST,Demolish (2 struct.)an existing addition to residence & existing car port,30.2758255,-97.7071146
2007-130104 BP,5000 AVENUE F,Demolish a ca. 1946 SF Residence.,30.3143153,-97.7232924
2007-131257 BP,2706 MACKEN ST,"**ref prmit#2007-131368**Partial Demolition at a ca. 1968 SF Residence; walls in the master bedroom kitchen walls, walls in the guest bath.",30.308017,-97.771731
2007-131509 BP,2915 E 12TH ST,"Demolish a ca. ? (tcad states ""0"" living area) residence; structure already gone-vacant lot.",30.2756236,-97.7066814
2007-131510 BP,405 W 35TH ST # B,"Demolish a ca. 1949 or 1950 SF Residence, Unit ""B"" (Alley House); already demolished.",30.300315,-97.737876
2007-131511 BP,803 GARNER AVE,Demolish a walls & roof only (leaving foundation) at a ca. 1937 SF Residence.,30.259752,-97.765437
2007-131512 BP,1171-1/2 HARGRAVE ST,"Demolish a ca. 1946 SF Residence. **Withdraw per homeowner, work never started**",30.273834,-97.708494
2007-131514 BP,1173 HARGRAVE ST,"Demolish a ca. 1965 SF Residence. **Permit withdrawn per new owner, 4/2/2010**",30.273408,-97.708743
2007-131515 BP,4906 SHOAL CREEK BLVD,Demolish a ca. 1950 SF Residence. (See 2011-104167),30.322744,-97.745265
2007-131538 BP,4207 SHOALWOOD AVE,"Demolish a carport, front & rear screen porches (leaving foundations) at a ca. 1963 duplex.",30.3140109,-97.7470025
2007-131539 BP,1701 VIRGINIA AVE,"Demolish a carport, (leaving foundations) at a ca. 1939 SF Residence.",30.26153,-97.763813
2007-131540 BP,2112 ANN ARBOR AVE,Demolish a carport at the back of a ca. 1965 SF Residence.,30.250871,-97.777474
2007-131982 BP,2103 E 18TH ST,"DEMO CARPORT, FRONT PORCH, FRONT WALL OF HOUSE, DRIVEWAY, FRONT PATH, ROOFS OVER FRONT PORCH OVER CARPORT, ROOF OF HOUSE, SHED IN CARPORT; GUTTING ENTIRE INTERIOR, MOVING WALLS,",30.2789015,-97.7185915
2007-132172 BP,1423 CORONA DR,"Partial demolition of a carport, storage room, workroom (listed as guesthouse on survey).",30.309873,-97.69964
2007-132173 BP,4615 SHOALWOOD AVE,Demolish a ca. 1949 SF Residence & Garage.,30.319253,-97.743385
2007-132512 BP,5210 AVENUE G,Demolish a garage only at a ca. 1941 SF Residence.,30.3170102,-97.7206996
2007-132514 BP,2316 SANTA ROSA ST,Demolish a ca. 1965 SF Residence.,30.2581371,-97.7170573
2007-132633 BP,945 E 51ST ST,Demolish a ca. 1935 SF Residence.,30.310343,-97.712253
2007-132691 BP,301 E 6TH ST,Demo a ca. 1920 restaruant,30.267062,-97.740323
2007-132692 BP,301 E 6TH ST,"Demolish a ca. stairs, bathroom, dropped ceilings, bar & interior. Non-struc. Walls per Site Plan.",30.267062,-97.740323
2007-132762 BP,1708 HARVEY ST,Demolish a ca. 1931 Townhome/condominium LOT 6,30.2809737,-97.7055839
2007-132764 BP,1708 HARVEY ST,Demolish a ca. 1940 Townhome/condominium LOT 5,30.2809737,-97.7055839
2007-132822 BP,6903 ONION CROSSING CT,Demolish a ca. 1966 SF Residence.,30.17467,-97.748346
2007-132827 BP,5401 DUVAL ST,Demolish a ca. 1935 SF Residence.,30.317505,-97.717459
2007-132829 BP,4400 AVENUE F,Demolish a ca. 1935 SF Residence.,30.3074598,-97.7273028
2007-132831 BP,4404 AVENUE F,Demolish a ca. 1945 SF Residence.,30.307647,-97.72812
2007-132833 BP,3805 CROWNCREST CV,Demolish a covered patio & a patio at the rear of a ca. 1969 SF Residence.,30.371363,-97.751288
2007-132834 BP,6905 SHADY CEDAR DR,Demolish a ca. 1982 single-wide mobile home.,30.174297,-97.74772
2007-132835 BP,5303 SAND HILL DR,Demolish a ca. 1979 single-wide mobile home.,30.1762,-97.748416
2007-132837 BP,6904 ONION CROSSING DR,Demolish a ca. 1979 single-wide mobile home.,30.175167,-97.749551
2007-133069 BP,6908 ONION CROSSING CT,Demolish a ca. 1972 single-wide mobile home.,30.174084,-97.749352
2007-133070 BP,3507 E CESAR CHAVEZ ST,Demolish a ca. 1943 SF Residence.,30.251515,-97.70496
2007-133105 BP,2604 STRATFORD DR,Demolish a ca. 1981 SF Residence.,30.277867,-97.779627
2007-133129 BP,3101 WHEELER ST,Demolish a detached garage at a ca. 1926 SF Residence.,30.297126,-97.739549
2007-133591 BP,2300 RUNDELL PL,Demolish a carport at a ca. 1950 SF Residence.,30.254994,-97.777089
2007-134119 BP,1904 TILLOTSON AVE,Demolish a ca. 1929 SF Residence.,30.2669,-97.719616
2007-134197 BP,62 PASCAL LN,Demolish a ca. in the 1984 Cultural Resources Survey SF Residence,30.322881,-97.831796
2007-134200 BP,2012 S L DAVIS AVE,Demolish a ca. 1948 SF Residence. (See 2013-003265),30.271285,-97.717495
2007-134202 BP,1002 MORROW ST,Demolish a ca. 1950 SF Residence,30.345197,-97.7174579
2007-134264 BP,200 LEE BARTON DR,Demolish a 20'x14' kitchen addition; 10'x38' storage building; interior walls @ storage/office building; interior walls @ bathroom; plumbing fixtures; walls from floor to roof of 1970's dining addition,30.2640626,-97.7567296
2007-134658 BP,1800 S 5TH ST,Demolish a ca. 1969 medical office (10-35),30.2486968,-97.7623813
2007-134802 BP,4804 SANTA ANNA ST,Demolish a ca. 1949 SF Residence.,30.274883,-97.686472
2007-134846 BP,2019 E 11TH ST,demo a ca. 1920 house,30.264906,-97.718098
2007-135470 BP,5017 HIGHLAND CT,Demolish a ca. 1955 Single-Family Residence. (See 2011-021433--Demo was never done),30.330412,-97.756225
2007-135471 BP,900 E 54TH ST,Demolish a shed/garage at a ca. 1948 Single-Family Residence.,30.315109,-97.71239
2007-136383 BP,5407 BENNETT AVE,Demolish a ca. 1965 Single-Family Residence,30.314746,-97.710528
2007-136384 BP,6006 CLUB TER,Demolish a ca. 1963 Single-Family Residence.(SMART HOUSING),30.235499,-97.701009
2007-136385 BP,1186 OAK GROVE AVE,Demolish a ca. 1930 Single-Family Residence.(SMART HOUSING),30.274982,-97.703702
2007-136390 BP,1010 W 40TH ST,Demolish a ca. 1970 office (small),30.3084421,-97.7420091
2007-136391 BP,4502 BALCONES DR,Partial Demolition of 2 small additions: 9'x20': 180 square feet and 12' x 24': 288 square feet at a ca. 1957 Single-Family Residence.08 - Th applicant has re-activated the demolition permit for this address because the relocation contractor has looked at the foundtion of the house and it cannot be moved - I am,30.326137,-97.7677159
2007-136394 BP,1712 S LAKESHORE BLVD,Demolish a ca. 1977 sm store <10K sf. (aka 1714 S. Lakeshore Bv),30.245352,-97.729635
2007-136396 BP,1708 S LAKESHORE BLVD,Demolish a ca. 1979 Bank Branch Office.,30.245408,-97.729927
2007-136397 BP,1636 E RIVERSIDE DR,Demolish a ca. 1977 sm store <10K sf. **refer to pmt # 2011-076039**,30.245798,-97.730561
2007-136398 BP,1644 E RIVERSIDE DR,Demolish a ca. 1978 Restaurant,30.245577,-97.73026
2007-136401 BP,1004 1/2 E 7TH ST,Demolish a ca. 1942 Single-Family Residence.,30.2660231,-97.7313365
2007-136838 BP,3300 W BRAKER LN,"Demolish a ca. (""0"" living area) Building # 60 (aka 11400 Burnet Road)",30.393032,-97.725997
2007-137495 BP,2107 PAYNE AVE,"Demolish Entire house, leaving Pier-and-Beam foundation at a ca. 1950 SF Residence.",30.339467,-97.73832
2007-137497 BP,4905 STRASS DR,Demolish a ca. 1952 Single-Family Residence; structure was demolished 7/13/2007 & Re-Built & to permitted design on 7/16/07,30.322374,-97.745929
2007-137498 BP,4611 GUADALUPE ST,Demolish a ca. 1982 Bank/office,30.3131821,-97.7310035
2007-137500 BP,5608 VINE HILL DR,Demolish a ca. 1973 single-wide mobile home,30.1728688,-97.7451987
2007-137504 BP,4618 LAKE VW,Demolish a ca. 1954 Single-Family Residence,30.3325523,-97.7669887
2007-137506 BP,1501 HILLMONT ST,Demolish a carport at a ca. 1948 Single-Family Residence,30.260247,-97.760923
2007-137507 BP,2108 MALDON PL,Demolish a ca. 1958 Single-Family Residence.,30.283433,-97.716257
2007-137512 BP,1209 ELEANOR ST,Demolish a ca. 1945 Single-Family Residence,30.274526,-97.679184
2007-137513 BP,3502 CHERRY LN,Demolish a ca. 1950 Single-Family Residence. (See 2007-161433 for new resid final),30.297155,-97.778622
2007-137514 BP,505 BARTON SPRINGS RD,Demolish 75 square feet of canopy & pillars at a ca. 1983 bank drive thru,30.2575274,-97.7497798
2007-137515 BP,5013 WESTFIELD DR,Demolish a ca. 1954 Single-Family Residence,30.329512,-97.754647
2007-137516 BP,1715 GILES ST,Demolish a ca. 1947 Single-Family Residence. **refer to pmt # 2009-054184**,30.2896152,-97.7129825
2007-137517 BP,3113 SKI SHORES TER,Demolish a storage shed & existing driveway at a ca. 1972/2006 Single-Family Residence.,30.334331,-97.822535
2007-137576 BP,1412 WATHEN AVE,Demolish the roof structure of a ca. 1950 Single-Family Residence,30.294293,-97.7547869
2007-138210 BP,133 FREDERICK ST,demo a single family house,30.2310488,-97.7612694
2007-138943 BP,1402 BOULDIN AVE,**ref permit# 2010-001451***Demolish a ca. 1930 SF Residence.,30.252099,-97.758267
2007-138944 BP,2520 HARRIS BLVD,"Partial demolish a ca. 1936 Single-Family Residence; including removal of existing brick veneer, roof, roof framing, 2 existing perimeter walls, interior wall reconfiguration Total demolition of a ca. 1940 garage apartment.",30.294704,-97.756
2007-138945 BP,10201 SILVER MOUNTAIN DR,Demolish a ca. 1997 Single-Family Residence,30.209534,-97.912307
2007-138946 BP,2307 ALTA VISTA AVE,Re-roof house and replace all windows,30.236712,-97.74675
2007-138949 BP,3305 OAKMONT BLVD,Demolish a ca. 1960 Single-Family Residence,30.306844,-97.754986
2007-138950 BP,1007 TAULBEE LN,Demolish 2 Single-Family Residences; a ca. 1936 & 1949 sf res & a detached garage,30.346011,-97.717329
2007-138951 BP,2801 BONNIE RD,Demolish a ca. 1945 Single-Family Residence & garage apartment.,30.291818,-97.772769
2007-138952 BP,2608 E 6TH ST,Demolish a ca. 1923 & a ca. 1924 Single-Family Residences,30.2584561,-97.7132843
2007-139044 BP,3001 S CONGRESS AVE,"Demolish: Partial; interior finishes & non-structural demolition at Ragsdale Hall, St Edwards University.",30.2292711,-97.7533313
2007-139222 BP,2200 THORNTON RD,"Demolish a structure. (TCAD lists ""0"" living area). Re-Review of HDP-06-0337: Administratively Approved",30.2458824,-97.7709215
2007-139385 BP,1315 MERIDEN LN,Demolish a ca. 1933 house; already gone. Re-Review of HDP-06-0720 (aka:HDP- 07-0397); Administratively Approved on 1/5/2007; ok TO USE ALL ORIGINAL MATERIALS FROM THIS CASE. HOUSE FOUNDATION TO REMAIN. .form survey dated 3-12-07 showed the existing foundation.,30.285925,-97.766595
2007-140343 BP,3009 FONTANA DR,Demolish a garage at a ca. 1956 Single-Family Residence,30.233994,-97.760948
2007-140344 BP,409 COLORADO ST,"Demolish a ca. 1920 Nightclub/Bar **Withdraw per Owner, structure never demolished**",30.267022,-97.7444489
2007-140345 BP,1708 NEWTON ST,Demolish a ca. 1959 Single-Family Residence. (See 2012-062922),30.246983,-97.753434
2007-140489 BP,1715 E 32ND ST,demo a detached garage,30.286016,-97.715514
2007-140532 BP,6106 RICHARDSON LN,DEMO A CA. 1939 SF RES (RESIDENCE FELL DOWN AND HAS BEEN REPLACED WITH ANOTHER HOUSE),30.23766,-97.69822
2007-140571 BP,9500 RESEARCH BLVD SB,Demolish a ca. 1963 office (med),30.3864949,-97.7439808
2007-140574 BP,35 MARGRANITA CRES,Demolish a ca. 1946 Single-Family Residence.,30.29983,-97.759229
2007-140576 BP,37 MARGRANITA CRES,Demolish a ca. 1949 Single-Family Residence.,30.299964,-97.759458
2007-140577 BP,1502 NORTHRIDGE DR,Demolish a ca. 1957 Single-Family Residence,30.313486,-97.696067
2007-140578 BP,803 SAN SABA ST,Demolish a ca. 1912 Single-Family Residence.,30.2632971,-97.7164237
2007-140613 BP,4513 AVENUE F,Demolish a ca. 1930 house.,30.308921,-97.726634
2007-140738 BP,2406 LAKE AUSTIN BLVD,demo garage at alley,30.278572,-97.772722
2007-140779 BP,4707 AVENUE G,Demolish a ca. 1942 SF Residence.,30.310923,-97.724113
2007-141184 BP,3311 BRYKER DR,"Demolish a garage/shed at a ca. 1941 Single-Family Residence, which is in the National Register Historic District.",30.306486,-97.753015
2007-141185 BP,1805 ANITA DR,demo house & shed,30.253845,-97.770631
2007-141867 BP,307 W 5TH ST,"Partial Demolition: 1st & 2nd floors, & some replacement of the storefront window at a ca. 1930 nightclub/bar",30.267708,-97.74627
2007-141870 BP,2208 S L DAVIS AVE,Demolish a ca. 1926 Single-Family Residence.,30.271497,-97.715632
2007-141871 BP,3809 W 35TH ST,Demolish building #2 per Site Plan; 2415 square feet.,30.312074,-97.7740929
2007-142501 BP,206 E 30TH ST,Demolish a ca. 1910 tri-plex; 2007-142019 PR (apvd) & 2007-14501 BP (Expired); C14H-07-0009; 206 E. 30TH STREET; MC CUISTON HOUSE; (related to HDP-07-0133);,30.2934151,-97.7363197
2007-142504 BP,3904 AVENUE G,Demolish a garage only,30.301561,-97.730869
2007-142820 BP,1801 EXPOSITION BLVD,Demolish a ca. 1951 Single-Family Residence.,30.292664,-97.770392
2007-142859 BP,12024 VISTA PARKE DR,Partial demolition of corridor per attached photographs,30.4154362,-97.8533359
2007-142861 BP,5406 SUNSHINE DR,Void_final under 07 143089 BP-JC. Demolish a garage at a ca. 1947 Single-Family Residence,30.324069,-97.731333
2007-142862 BP,8708 S CONGRESS AVE,"Demolish 3 buildings, slabs & pavement",30.1714519,-97.7864316
2007-142863 BP,1211 E 31ST ST,demo detached garage,30.287518,-97.721574
2007-142868 BP,2525 TANGLEWOOD TRL,Demolish the back right corner; approximately 80 square feet & front wall; approximately 160 square feet at a ca. 1953 Single-Family Residence.,30.302921,-97.772892
2007-142869 BP,5403 GROVER AVE,Demolish garage (already gone) at a ca. 1950 Single-Family Residence.,30.324471,-97.732884
2007-142870 BP,3411 SPANISH OAK DR,Demolish a ca. 1953 Single-Family Residence,30.327059,-97.769959
2007-143136 BP,608 W MARY ST,Demolish a ca. 1977 or ca. 1915 house.,30.247082,-97.757157
2007-143434 BP,12929 COVINGTON TRL,demolition of covered patio only of a ca. 1985 house,30.436082,-97.738828
2007-143492 BP,1619 FOREST TRL,Demolish a carport at a ca. 1948 Single-Family Residence,30.2909652,-97.7667073
2007-144195 BP,4523 DEPEW AVE,Demolish a ca. 1953 Single-Family Residence.,30.305439,-97.717703
2007-144197 BP,4704 SHADOW LN,Demolish wood deck attached to house; carport with wood building; screened in back porch; and a rock patio with fireplace/bbq behind carport at a ca. 1950 Single-Family Residence,30.330094,-97.763367
2007-144199 BP,2407 DURWOOD ST,Demolish a ca. 1952 Single-Family Residence.,30.240657,-97.758017
2007-144546 BP,1911 HASKELL ST,Demolish a ca. 1935 Single-Family Residence.,30.2522528,-97.7258642
2007-144557 BP,1113 SAUCEDO ST,Demo Frame garage; 2 ext. decks & concret steps; 2 rock walls to left & right of house; 10' x 10' section of concrete flooring (where garage once stood); siding; driveway ( appx. 10' x 10'),30.26639,-97.689601
2007-144797 BP,1001 N IH 35 SVRD NB,Demolish a ca. 1961 motel - extnd stay,30.2471039,-97.7347165
2007-144803 BP,2216 RIO GRANDE ST,Demolish a ca. 1979 Frat House.,30.286589,-97.745474
2007-145080 BP,1118 TERRY DR,Demo a ca. 1950 sf res,30.268373,-97.680313
2007-145081 BP,2811 HEMPHILL PARK,Demolish Annex portion (800 sqft) at a Ca. 1965 Triplex,30.294255,-97.740701
2007-145082 BP,2102 PEACH TREE ST,Demolish a back room (14'x21.5') and a carport at a ca. 1949 Single-Family Residence.,30.255259,-97.773573
2007-145084 BP,406 NELRAY BLVD,DEMO A CARPORT COVER AT A CA. 1949 SF RES.,30.321384,-97.724413
2007-145085 BP,1312 KENT LN,Per Residential Building Inspections a permit is not required for demolition of a pool and never should have been issued. JMM 9-19-2011 DEMOLISH A POOL,30.286856,-97.768514
2007-145086 BP,2207 NEW YORK AVE,Demolish a ca. 1939 Single-Family Residence.,30.273018,-97.716182
2007-145087 BP,4516 SHOALWOOD AVE,"DEMO PERMIT REQUIRED FOR FRAME GARAGE, REAR PORTION OF HOUSE",30.3182992,-97.7446242
2007-145089 BP,5405 VINE HILL DR,Demolish a ca. 1996 single-wide mobile home,30.173524,-97.749352
2007-145091 BP,5305 SAND HILL DR,Demolish a ca. 1973 single-wide mobile home,30.176053,-97.748128
2007-145092 BP,1602 S LAMAR BLVD,Demolish a garage & shed on north side of building at a ca. 1949 Service/repair garage,30.2515313,-97.7652088
2007-145461 BP,5313 SUNSHINE DR,Demolish portion of the concrete driveway and a metal garage/storage unit at a ca. 1947 Single-Family Residence,30.323081,-97.7312479
2007-145462 BP,5407 AVENUE H,Demolish a ca. 1949 house and garage.,30.318278,-97.718155
2007-145464 BP,5405 AVENUE H,Demolish a ca. 1948 Single-Family Residence.,30.318383,-97.7183827
2007-146537 BP,1205 CULLEN AVE,Demolish a garage and a summer room at a ca. 1949 Single-Family Residence.,30.340072,-97.723853
2007-146538 BP,2801 RIVER HILLS RD,"Demolish a ca. 1999 house (not guest house), exp permit #06007837; never finaled; already gone. Attached garage to remain.",30.34574,-97.849006
2007-146540 BP,3103 CAROL ANN DR,demo sf res,30.310842,-97.672488
2007-146545 BP,3002 SPEEDWAY,Demolish 12'x20.3' garage/shed; left over concrete porches at front & back of house; any remaining Pier-and-Beam foundation.,30.2932003,-97.736022
2007-146546 BP,2213 HASKELL ST,Demolish a ca. 1937 Single-Family Residence,30.250686,-97.722056
2007-146547 BP,6902 SHADY CEDAR DR,Demolish a ca. 1972 single-wide mobile home,30.174701,-97.7479989
2007-146548 BP,6906 SHADY CEDAR DR,Demolish a ca. 1973 single-wide mobile home,30.174182,-97.748347
2007-146549 BP,6905 ONION CROSSING CT,Demolish a ca. 1986 single-wide mobile home,30.1744589,-97.7487877
2007-146552 BP,5401 SAND HILL DR,Demolish a ca. 1972 single-wide mobile home,30.175906,-97.747839
2007-146554 BP,5700 VINE HILL DR,Demolish a ca. 1975 Single-Wide Mobile Home,30.1727829,-97.7448957
2007-146555 BP,5702 VINE HILL DR,Demolish a ca. 1974 double-wide mobile home,30.1726951,-97.7445949
2007-146782 BP,2508 FRIAR TUCK LN,partial demolition of rear (North) wall to accomidate addition,30.235514,-97.7503739
2007-146783 BP,1907 TRAVIS HEIGHTS BLVD,"Demolish garage/carport structure a house of unknown date: TCAD states that it has ""0"" living area",30.240397,-97.743367
2007-146784 BP,1103 BRENTWOOD ST,Demolish a carport and associated slab at a ca. 1955 Single-Family Residence,30.3355898,-97.7247032
2007-146786 BP,1500 BARTON HILLS DR,Demolish a ca. 1963 Single-Family Residence,30.2611066,-97.7771126
2007-146789 BP,906 E 53RD ST,Demolish a detached garage at a ca. 1950 Single-Family Residence,30.313458,-97.713249
2007-147079 BP,6100 CADDIE ST,demo carport only - demolition occured without permit,30.228713,-97.704503
2007-147676 BP,1803 STAMFORD LN,Demolish a ca. 1946,30.2927917,-97.7688612
2007-147706 BP,1801 NICKERSON ST,demolish a ca. 1925 house,30.245538,-97.749554
2007-147724 BP,112 ACADEMY DR,Demolish 1 existing non-historic bungalows,30.2520199,-97.7470902
2007-147725 BP,112 ACADEMY DR,Demolish 1 existing non-historic bungalows,30.2520199,-97.7470902
2007-147776 BP,801 BARTON SPRINGS RD,Demolish a ca. 1955 Restaurant,30.2587519,-97.7527709
2007-148082 BP,4211 RED RIVER ST,Demolish a ca. 1941 detached garage.,30.302272,-97.720871
2007-148617 BP,3703 BONNELL DR,Demolish a ca. ? Single-Family Residence,30.319013,-97.771963
2007-148636 BP,2501 SAN GABRIEL ST,Demolish a ca. 1947 & 1948 apartment complexes (5-25); three of them.,30.2894335,-97.7476863
2007-148637 BP,111 E KOENIG LN,demo metal structure at rear of property,30.321776,-97.71937
2007-148638 BP,2017 KINNEY AVE,demo of a ca. 1939 house refer#2010-040388-BP,30.249233,-97.769811
2007-148639 BP,2209 SUNNY SLOPE DR,demo a ca. 1947 house,30.298559,-97.761389
2007-148640 BP,4911 AVENUE G,demo a ca. ? house,30.31356,-97.722393
2007-148701 BP,4318 BULL CREEK RD,"Demolish commercial structures @ 4318 Bull Creek Road, Buildings 1-4",30.3184475,-97.7549133
2007-148703 BP,4320 BULL CREEK RD,"Demolish commercial structures @ 4320 Bull Creek Road, Bldgs 1-5",30.3181954,-97.7549157
2007-148704 BP,4320 BULL CREEK RD,"Demolish commercial structures @ 4320 Bull Creek Road, Bldgs 6-8",30.3181954,-97.7549157
